caption_clean,image+caption_target,political_leaning,likes,retweet_count,comment_count,view_count,poster_follower_count,poster_frequency,total_posts,mentions,hashtags,urls,Positive,Neutral,Negative,Compound,Persons,Organizations,Locations,Nationalities/religiious groups,Date,topic_label,image_filename,comment_file,Post ID,URL to tweet,creation_date,poster_handle,poster_display_name,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
 Fuck no I didn't vote for a communist dictator ,anti-harris,R,0,0,0,6,455,12.183206106870228,9576,@DisavowTrump20,,,0.0,0.467,0.533,-0.6908,[],[],[],[],[],Negative Candaite Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\nazi_drink.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\nazi_drink.csv,1853492826887381441,https://x.com/the_war_reporte/status/1853492826887381441/photo/1,Mon Nov 04 17:41:40 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.8698977828025818,0.10514093190431595,0.8183371424674988,0.009980625472962856,0.6769171953201294,0.10981550812721252,0.021692266687750816
 ,anti-harris,R,53,7,1,495,455,12.183206106870228,9576,@SankarshanDas,,,0.0,0.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\commi_great.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\commi_great.csv,1852713173486391610,https://x.com/the_war_reporte/status/1852713173486391610/photo/1,Sat Nov 02 14:03:36 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.004885380156338215,0.0005059048417024314,0.0010758009739220142,0.0013730695936828852,0.0025498608592897654,0.0009504007175564766,0.0008830556180328131
 ,anti-harris,R,42,3,3,471,455,12.183206106870228,9576,@SankarshanDas,,,0.0,0.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\commi_sign.jpg,Twitter_Scrape\Target_Harris\Anti\Images\commi_sign.jpg,1852712957131563114,https://x.com/the_war_reporte/status/1852712957131563114/photo/1,Sat Nov 02 14:02:45 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.004885380156338215,0.0005059048417024314,0.0010758009739220142,0.0013730695936828852,0.0025498608592897654,0.0009504007175564766,0.0008830556180328131
 Average kamala the dictator lie ,anti-harris,R,0,0,0,46,455,12.183206106870228,9576,@MaileOnX @Squeegex2 @elonmusk @kenklippenstein,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\nazi_hall.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\nazi_hall.csv,1851735722773864515,https://x.com/the_war_reporte/status/1851735722773864515/photo/1,Wed Oct 30 21:19:34 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.5907861590385437,0.012606553733348846,0.014054215513169765,0.003114075865596533,0.5774966478347778,0.009843413718044758,0.002035293495282531
 ,anti-harris,R,0,0,0,24,455,12.183206106870228,9576,@SOFABiscuitEatr @WW3_Monitor,,,0.0,0.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\nazi_commi_harris.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\nazi_commi_harris.csv,1850571647658393698,https://x.com/the_war_reporte/status/1850571647658393698/photo/1,Sun Oct 27 16:13:57 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.004885380156338215,0.0005059048417024314,0.0010758009739220142,0.0013730695936828852,0.0025498608592897654,0.0009504007175564766,0.0008830556180328131
 ,anti-harris,R,0,0,0,50,455,12.183206106870228,9576,@KamalaHQLies @KamalaHQ @AOC,,,0.0,0.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\love_commi.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\love_commi.csv,1850656367264109034,https://x.com/the_war_reporte/status/1850656367264109034/photo/1,Sun Oct 27 21:50:36 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.004885380156338215,0.0005059048417024314,0.0010758009739220142,0.0013730695936828852,0.0025498608592897654,0.0009504007175564766,0.0008830556180328131
 The real kamala ,anti-harris,R,2,0,0,15,455,12.183206106870228,9576,@GuntherEagleman @nicksortor,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\harris_nazi_armband.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_nazi_armband.csv,1849223660256575873,https://x.com/the_war_reporte/status/1849223660256575873/photo/1,Wed Oct 23 22:57:32 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.007046321872621775,0.00047759429435245693,0.0010789560619741678,0.0007558949291706085,0.004631590563803911,0.0007139119552448392,0.0007592453621327877
 ,anti-harris,R,0,0,0,9,455,12.183206106870228,9576,@TeamKamala,,,0.0,0.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\nazi_harris.jpg,,1848513092541419669,https://x.com/the_war_reporte/status/1848513092541419669/photo/1,Mon Oct 21 23:53:59 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.004885380156338215,0.0005059048417024314,0.0010758009739220142,0.0013730695936828852,0.0025498608592897654,0.0009504007175564766,0.0008830556180328131
 ,anti-harris,R,0,0,0,12,455,12.183206106870228,9576,@akafacehots,,,0.0,0.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\anti_jesus.jpg,,1848513791455359226,https://x.com/the_war_reporte/status/1848513791455359226/photo/1,Mon Oct 21 23:56:46 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.004885380156338215,0.0005059048417024314,0.0010758009739220142,0.0013730695936828852,0.0025498608592897654,0.0009504007175564766,0.0008830556180328131
 Yesss an alcoholic is the best candidate ,anti-harris,R,0,0,0,4,455,12.183206106870228,9576,@IlhanMN @KamalaHarris @Tim_Walz,,,0.412,0.588,0.0,0.6369,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\kamala_drink.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\kamala_drink.csv,1844456355475882360,https://x.com/the_war_reporte/status/1844456355475882360/photo/1,Thu Oct 10 19:13:58 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.5198847055435181,0.012298191897571087,0.018866844475269318,0.0036957806441932917,0.48429280519485474,0.024503029882907867,0.005047901999205351
 Kamala Harris interview prep #kamalaisanalcoholic #alcoholawareness ,anti-harris,R,0,0,0,2,455,12.183206106870228,9576,@thejackhopkins,"#kamalaisanalcoholic, #alcoholawareness",,0.0,1.0,0.0,0.0,['Kamala Harris'],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\harris_vodka_drink.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_vodka_drink.csv,1837953878756602305,https://x.com/the_war_reporte/status/1837953878756602305/photo/1,Sun Sep 22 20:35:26 +0000 2024,the_war_reporte,BALD EAGLE AIRFIELD 🇺🇸,0.0654493123292923,0.00244978629052639,0.005626979749649763,0.0017019695369526744,0.042347025126218796,0.005150528624653816,0.007334485650062561
" And I felt a tinge of shame for doing this. OK, not really. ",anti-harris,R,4,0,0,252,10845,9.710216110019646,9885,@DrClownPhD,,,0.22,0.58,0.2,0.0814,[],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\pole.jpg,,1853644701838319854,https://x.com/NotTinaKotex/status/1853644701838319854/photo/1,Tue Nov 05 03:45:10 +0000 2024,NotTinaKotex,Not Tina Kotex,0.005810759961605072,0.00043311959598213434,0.0009331012261100113,0.0009587219683453441,0.003436436178162694,0.0010182952973991632,0.0007142015383578837
Count down has started Patriots! 10. 9. 8. 7. 6. 5. 4. 3. 2. 1. Trump wins ,pro-trump,R,6098,348,328,93732,55528,14.042535446205171,16837,,,,0.2,0.8,0.0,0.6114,[],['Patriots'],[],[],['10. 9. 8. 7'],Politcal Social Network,Twitter_Scrape\Target_Trump\Pro\Images\girl_bedroom.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\girl_bedroom.csv,1850470325873438769,https://x.com/Stephis_world/status/1850470325873438769/photo/1,Sun Oct 27 09:31:20 +0000 2024,Stephis_world,Stephi,0.004734301473945379,0.0004564127011690289,0.001064098090864718,0.0009598661563359201,0.0025004916824400425,0.0010382343316450715,0.0006933351396583021
The day draws closer Patriots. #Trump4U #Garbage4Trump #TrumpVance2024ToSaveAmerica ,pro-trump,R,2571,261,126,26514,55528,14.042535446205171,16837,,"#Trump4U, #Garbage4Trump, #TrumpVance2024ToSaveAmerica",,0.0,1.0,0.0,0.0,[],['Patriots'],[],[],['The day'],Politcal Social Network,Twitter_Scrape\Target_Trump\Pro\Images\4_trump.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\4_trump.csv,1851625166364618755,https://x.com/Stephis_world/status/1851625166364618755/photo/1,Wed Oct 30 14:00:15 +0000 2024,Stephis_world,Stephi,0.3973979353904724,0.01131673064082861,0.05393398553133011,0.005600545555353165,0.3755957782268524,0.006788641680032015,0.017112741246819496
"If you want a 5 ⭐ ⭐ ⭐ ⭐ ⭐ President in the Whitehouse in January, then there's only one choice! Have you voted yet? #VoteTrump2024ToSaveAmerica #SayNoToCommunism #MAGA ",pro-trump,R,4435,462,239,49563,55528,14.042535446205171,16837,,"#VoteTrump2024ToSaveAmerica, #SayNoToCommunism, #MAGA",,0.074,0.926,0.0,0.1511,['MAGA'],[],[],[],['January'],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\trump_shirt.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\trump_shirt.csv,1852663726396088528,https://x.com/Stephis_world/status/1852663726396088528/photo/1,Sat Nov 02 10:47:07 +0000 2024,Stephis_world,Stephi,0.010239310562610626,0.0005246846121735871,0.0009684556862339377,0.0008942073909565806,0.007514086551964283,0.0018257014453411102,0.0005266888765618205
Taking no chances now Patriots! Need to wear both my Trump hat and t-shirt. Who else is biting their nails? #TrumpVance2024ToSaveAmerica ,pro-trump,R,2185,242,109,28253,55528,14.042535446205171,16837,,#TrumpVance2024ToSaveAmerica,,0.077,0.816,0.107,-0.1759,['TrumpVance2024ToSaveAmerica'],"['Patriots', 'Trump']",[],[],[],Politcal Social Network,Twitter_Scrape\Target_Trump\Pro\Images\black_maga_merch.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\black_maga_merch.csv,1853148775088591253,https://x.com/Stephis_world/status/1853148775088591253/photo/1,Sun Nov 03 18:54:32 +0000 2024,Stephis_world,Stephi,0.05402921140193939,0.001468541333451867,0.0017791374120861292,0.002108389977365732,0.04531219229102135,0.007268642541021109,0.002130733337253332
"It's Monochrome Monday, but it's also Election Eve Patriots! 🖤🩶🤍🖤🩶🤍🖤🩶🤍🖤🩶🤍 Let's get Trump over the line tomorrow, so Donald J Trump and JD Vance can fix America. #VoteVoteVote #WinWinWinn ",pro-trump,R,1933,196,121,19734,55528,14.042535446205171,16837,,"#VoteVoteVote, #WinWinWinn",,0.0,1.0,0.0,0.0,"['Monochrome', 'Donald J Trump', 'JD Vance']",['Election Eve Patriots'],['America'],[],"['Monday', 'tomorrow']",Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\maga_bw.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\maga_bw.csv,1853380581196775670,https://x.com/Stephis_world/status/1853380581196775670/photo/1,Mon Nov 04 10:15:39 +0000 2024,Stephis_world,Stephi,0.006467662286013365,0.0004920329665765166,0.0008922349661588669,0.0017578605329617858,0.0033726978581398726,0.0012922824826091528,0.0005511039053089917
Just one word Patriots! VOTE #VoteTrumpVanceToSaveAmerica #VoteTrumpVanceToSaveTheWorld ,pro-trump,R,1796,177,96,18840,55528,14.042535446205171,16837,,"#VoteTrumpVanceToSaveAmerica, #VoteTrumpVanceToSaveTheWorld",,0.0,1.0,0.0,0.0,[],['Patriots'],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\maga_blue_merch.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\maga_blue_merch.csv,1853757601307062466,https://x.com/Stephis_world/status/1853757601307062466/photo/1,Tue Nov 05 11:13:47 +0000 2024,Stephis_world,Stephi,0.018237279728055,0.0007426869124174118,0.0014592946972697973,0.0008371529402211308,0.013454685918986797,0.006592153571546078,0.0008277919259853661
Is this real or Photoshop?? Is she on the client list? ,anti-harris,R,243,75,89,11539,55528,14.042535446205171,16837,,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\epstine_kam2.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\epstine_kam2.csv,1844776058391802057,https://x.com/Stephis_world/status/1844776058391802057/photo/1,Fri Oct 11 16:24:21 +0000 2024,Stephis_world,Stephi,0.004603863228112459,0.00048232945846393704,0.0010153319453820586,0.001124792848713696,0.0024356781505048275,0.0010763878235593438,0.0008108206675387919
 I’m on a limit ban at the moment but #IFBAP 💯 let’s connect Here’s a nice one ,pro-trump,R,6,0,1,52,4460,1.133247918001281,5307,@TruthHurtsTKV @leslieb504 @michellesudz12 @coreygould97 @jackunheard @rynatknight @Kaylee1819307 @MasonWhite_X @Raeraesit @TruthHertz_News @BasedWash @WestHardinFan1 @The1AndOnlyCjjj @lcdiaz001,#IFBAP,,0.206,0.667,0.128,0.34,['IFBAP'],[],[],[],[],Politcal Social Network,Twitter_Scrape\Target_Trump\Pro\Images\trump_washington.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\trump_washington.csv,1853164322148467100,https://x.com/bleakstare/status/1853164322148467100/photo/1,Sun Nov 03 19:56:19 +0000 2024,bleakstare,Bleakstare,0.005141442641615868,0.00047889171401038766,0.0010798053117468953,0.0012311929604038596,0.0023876363411545753,0.001045741024427116,0.0008504072902724147
 She looks hungry. How bout this ,anti-harris,R,1,0,1,20,4460,1.133247918001281,5307,@cfantastic66 @mishee_mckee,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\statue_burn.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\statue_burn.csv,1851465238069051855,https://x.com/bleakstare/status/1851465238069051855/photo/1,Wed Oct 30 03:24:45 +0000 2024,bleakstare,Bleakstare,0.006367943715304136,0.0005329834530130029,0.0013874024152755737,0.0012802223209291697,0.0024064071476459503,0.0008120663114823401,0.0018496316624805331
 Looooollll ,anti-harris,R,1,0,1,14,4460,1.133247918001281,5307,@cfantastic66 @mishee_mckee,,,0.0,1.0,0.0,0.0,[],[],['Looooollll'],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\kamala_chaos,Twitter_Scrape\Target_Harris\Anti\Comments\kamala_chaos.csv,1851418046851666386,https://x.com/bleakstare/status/1851418046851666386/photo/1,Wed Oct 30 00:17:14 +0000 2024,bleakstare,Bleakstare,0.0051607610657811165,0.0004582851834129542,0.0010436857119202614,0.001073865219950676,0.00299372267909348,0.0007598124793730676,0.0007020442862994969
" Following all mutuals, some waiting and new request went out . A few came up unavailable but there is a known glitch. I’ll come back but if you see we aren’t mutuals. Ty ",pro-trump,R,1,0,0,8,4460,1.133247918001281,5307,@GOD_PLS_MAGA @EXCELLENTSALVIC @MrJOHNWICK2 @GOP_is_Gutless @DonnaBarford @boldyboyuk @Playteaux1 @GOD_PLS_MAGA,,,0.105,0.895,0.0,0.5267,[],[],[],[],[],Negative Candaite Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\god_trump.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\god_trump.csv,1847771929203163187,https://x.com/bleakstare/status/1847771929203163187/photo/1,Sat Oct 19 22:48:52 +0000 2024,bleakstare,Bleakstare,0.029699593782424927,0.0008989418274722993,0.0064249481074512005,0.0009010967914946377,0.02204260416328907,0.0016787992790341377,0.0007324897451326251
" You slithering Antichrist. You may have fooled some and still calling the shots, but God will always defeat you. ",pro-trump,R,0,0,0,9,4460,1.133247918001281,5307,@BarackObama @KamalaHarris,,,0.108,0.654,0.237,-0.4854,['Antichrist'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\trump_religon,Twitter_Scrape\Target_Trump\Pro\Comments\trump_religon.csv,1847791854953386160,https://x.com/bleakstare/status/1847791854953386160/photo/1,Sun Oct 20 00:08:03 +0000 2024,bleakstare,Bleakstare,0.5267208814620972,0.022976605221629143,0.00925465952605009,0.0681118294596672,0.36878618597984314,0.28167837858200073,0.0035644371528178453
Let’s all be friends and grow! Check to see if we mutuals. #ifbap ,pro-trump,R,2,1,1,209,4460,1.133247918001281,5307,,#ifbap,,0.22,0.78,0.0,0.5255,[],[],[],[],[],Politcal Social Network,Twitter_Scrape\Target_Trump\Pro\Images\jesus_trump.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\jesus_trump.csv,1847772622903529588,https://x.com/bleakstare/status/1847772622903529588/photo/1,Sat Oct 19 22:51:37 +0000 2024,bleakstare,Bleakstare,0.014699206687510014,0.0007237920654006302,0.0013455413281917572,0.001694077393040061,0.009086757898330688,0.0013576102210208774,0.001695424783974886
 This it is ,pro-trump,R,0,0,0,9,4460,1.133247918001281,5307,@MathewLight17,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\holy_trump.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\holy_trump.csv,1842686315168514220,https://x.com/bleakstare/status/1842686315168514220/photo/1,Sat Oct 05 22:00:27 +0000 2024,bleakstare,Bleakstare,0.004309314303100109,0.0004980867379345,0.0010899283224716783,0.0012689867289736867,0.0023796549066901207,0.001167405629530549,0.0007892065332271159
" Yeah but #kamalagropedme and thats true. Its was around 1993 and ive been left traumatised. I think the victims should be heard, not ridiculed ! ",anti-harris,R,2,0,0,35,1123,6.530991735537191,6322,@realXanderXjork,#kamalagropedme,,0.244,0.532,0.223,-0.2208,[],[],[],[],['1993'],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\epstine_kam.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\epstine_kam.csv,1849732822337999226,https://x.com/MagikMike101/status/1849732822337999226,Fri Oct 25 08:40:45 +0000 2024,MagikMike101,Magik Mike,0.16032446920871735,0.005473154131323099,0.022379450500011444,0.009745883755385876,0.13227578997612,0.006183394696563482,0.006208798848092556
 Running cover for tbe semi trucks full of ballots to arrive? Go fuck yourself...oh and buy Premium you tight fisted fucker. Its our money that pays your salary. ,anti-harris,R,0,0,0,39,1123,6.530991735537191,6322,@PamKeithFL,,,0.0,0.769,0.231,-0.8316,[],[],[],[],[],Negative Candaite Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\harris_team_jail.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\harris_team_jail.csv,1852812561139343766,https://x.com/MagikMike101/status/1852812561139343766/photo/1,Sat Nov 02 20:38:32 +0000 2024,MagikMike101,Magik Mike,0.8858603239059448,0.1671106219291687,0.8502134680747986,0.03564063087105751,0.8077413439750671,0.018075237050652504,0.12175648659467697
 😂😂😂😂 ,anti-harris,R,0,0,0,4,1123,6.530991735537191,6322,@bennyjohnson,,,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\poster,Twitter_Scrape\Target_Harris\Anti\Comments\poster.csv,1843689777725677582,https://x.com/MagikMike101/status/1843689777725677582/photo/1,Tue Oct 08 16:27:51 +0000 2024,MagikMike101,Magik Mike,0.004963625222444534,0.0004991944297216833,0.0012134019052609801,0.0014400588115677238,0.0024452214129269123,0.000898869417142123,0.000953116687014699
 Surprised? 😂😂😂 ,anti-harris,R,0,0,0,16,1123,6.530991735537191,6322,@GuntherEagleman @JudieHall9,,,0.655,0.345,0.0,0.2263,['Surprised'],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\Kamala_substance,Twitter_Scrape\Target_Harris\Anti\Comments\Kamala_substance.csv,1843962326367731712,https://x.com/MagikMike101/status/1843962326367731712/photo/1,Wed Oct 09 10:30:52 +0000 2024,MagikMike101,Magik Mike,0.004440252669155598,0.000500591762829572,0.0011359169147908688,0.0013315179385244846,0.0023136574309319258,0.0010723643936216831,0.0008809448918327689
 Because shes fucking Evil.. ,anti-harris,R,0,0,0,6,1123,6.530991735537191,6322,@dom_lucre,,,0.0,1.0,0.0,0.0,[],['Evil'],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\devil_dance.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\devil_dance.csv,1843031483805733094,https://x.com/MagikMike101/status/1843031483805733094/photo/1,Sun Oct 06 20:52:02 +0000 2024,MagikMike101,Magik Mike,0.9134923815727234,0.1058550700545311,0.8151732683181763,0.004807699006050825,0.8293801546096802,0.02353307418525219,0.09935687482357025
 ,anti-harris,R,0,0,1,20,1123,6.530991735537191,6322,@JDunlap1974,,,0.0,0.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\devil_kneel.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\devil_kneel.csv,1840724384375316964,https://x.com/MagikMike101/status/1840724384375316964/photo/1,Mon Sep 30 12:04:26 +0000 2024,MagikMike101,Magik Mike,0.004885380156338215,0.0005059048417024314,0.0010758009739220142,0.0013730695936828852,0.0025498608592897654,0.0009504007175564766,0.0008830556180328131
" 👹👹 ""These Memes Will Destroy Our Work!!"" 👹👹 🧙‍♀️ 🧹 ""Yes My Master,I'll make Jokes Illegal Tommorow..🧙‍♀️ 🧹 ",anti-harris,R,0,0,0,8,1123,6.530991735537191,6322,@elonmusk,,,0.193,0.492,0.315,-0.6103,['🧹'],[],"[""I'll""]",[],[],Negative Candaite Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\devil_ear.jpg,Twitter_Scrape\Target_Harris\Anti\Comments\devil_ear.csv,1836460683229122784,https://x.com/MagikMike101/status/1836460683229122784/photo/1,Wed Sep 18 17:42:01 +0000 2024,MagikMike101,Magik Mike,0.1700993776321411,0.005935741122812033,0.003374908585101366,0.023239629343152046,0.09886687994003296,0.06413579732179642,0.0018600525800138712
 Didn't you abandon your kids for crack? Your uterus is probably like a shrunken kidney bean 😂😂😂 ,anti-harris,R,6,0,0,155,1123,6.530991735537191,6322,@JoJoFromJerz,,,0.259,0.741,0.0,0.6002,[],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Harris\Anti\Images\liar.jpg,,1835717896619663477,https://x.com/MagikMike101/status/1835717896619663477/photo/1,Mon Sep 16 16:30:27 +0000 2024,MagikMike101,Magik Mike,0.37558701634407043,0.013098105788230896,0.03756089136004448,0.01191234402358532,0.31818193197250366,0.01032308954745531,0.0683002844452858
"You might not understad taxes, but understand this: Vote #MAGA🇺🇸 to protect our babies, our future generation, do not vote for the baby killers! &amp; are fighting for us, this might be the turning point to Restore our Republic! ",pro-trump,R,95,26,18,9053,432651,14.451309603760912,21518,@elonmusk @realDonaldTrump,#MAGA🇺🇸,,0.122,0.686,0.192,-0.6792,"['MAGA', '🇸']",['Restore'],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\trump_baby.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\trump_baby.csv,1850147989664280943,https://x.com/DogecoinRise/status/1850147989664280943/photo/1,Sat Oct 26 12:10:29 +0000 2024,DogecoinRise,Dogecoin Rise 🌎🚀🌕,0.2695598304271698,0.012671605683863163,0.00843239575624466,0.05506689101457596,0.19144846498966217,0.04283658415079117,0.006206240504980087
 PROTECT OUR BABIES #MAGA🇺🇸 ,pro-trump,R,21,3,7,645,432651,14.451309603760912,21518,@cb_doge,#MAGA🇺🇸,,0.464,0.536,0.0,0.3818,"['MAGA', '🇸']",[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\uniform_baby.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\uniform_baby.csv,1850150026955157827,https://x.com/DogecoinRise/status/1850150026955157827/photo/1,Sat Oct 26 12:18:35 +0000 2024,DogecoinRise,Dogecoin Rise 🌎🚀🌕,0.05876373499631882,0.0030419756658375263,0.008577822707593441,0.013929126784205437,0.017567351460456848,0.0040647294372320175,0.016095072031021118
"On this solemn day, we remember the lives lost, the heroes who ran into danger, and the unbreakable spirit of America. September 11, 2001, was a day that changed us all, but it also revealed the profound strength and unity of our nation 🇺🇸. To the victims, your memory is a beacon of resilience. To the first responders, your bravery in the face of terror is etched in our hearts forever. And to America, your spirit, like the steel of the towers, bends but never breaks. We honor you with every tear shed, every flag flown, and every moment of silence. May your legacy inspire us to cherish freedom, embrace unity, and hold onto hope, no matter the darkness. Rest in peace, and may America continue to stand tall, united in remembrance and resolve. ---",pro-trump,R,123,15,28,20202,432651,14.451309603760912,21518,@MagaHAT_ETH @elonmusk @realDonaldTrump,,,0.282,0.602,0.117,0.9863,[],[],"['America', 'America', 'America']",[],"['this solemn day', 'September 11, 2001', 'a day']",Negative Candaite Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\trump_elon.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\trump_elon.csv,1833832968701264061,https://x.com/DogecoinRise/status/1833832968701264061/photo/1,Wed Sep 11 11:40:25 +0000 2024,DogecoinRise,Dogecoin Rise 🌎🚀🌕,0.004335931967943907,0.000519954483024776,0.001123357331380248,0.0012578614987432957,0.002280764514580369,0.0015468031633645296,0.0007409838726744056
#Trump2024 #TrumpVance2024 ,pro-trump,R,21,11,2,509,12143,5.932358674463938,30433,,"#Trump2024, #TrumpVance2024",,0.0,1.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Trump\Pro\Images\biden_support.png,Twitter_Scrape\Target_Trump\Pro\Comments\biden_support.csv,1849623429697196085,https://x.com/Diamondthedave/status/1849623429697196085,Fri Oct 25 01:26:04 +0000 2024,Diamondthedave,Oppenheimer Ranch Project,0.004981680773198605,0.0004339682636782527,0.0010223175631836057,0.000874169054441154,0.0029070277232676744,0.0009587639942765236,0.0005849185981787741
 ,anti-harris,R,3,0,0,18,12143,5.932358674463938,30433,@VP,,,0.0,0.0,0.0,0.0,[],[],[],[],[],Postive Trump Sentiment,Twitter_Scrape\Target_Harris\Anti\Images\ice_cream.png,,1849461794181431420,https://x.com/Diamondthedave/status/1849461794181431420/photo/1,Thu Oct 24 14:43:47 +0000 2024,Diamondthedave,Oppenheimer Ranch Project,0.004885380156338215,0.0005059048417024314,0.0010758009739220142,0.0013730695936828852,0.0025498608592897654,0.0009504007175564766,0.0008830556180328131
#TrumpVance2024 #Trump ,pro-trump,R,1788,162,65,26130,120314,74.07764705882353,94449,,"#TrumpVance2024, #Trump",,0.0,1.0,0.0,0.0,['Trump'],[],[],[],[],Voter readiness and mobilization,Twitter_Scrape\Target_Trump\Pro\Images\american_swim2.jpg,Twitter_Scrape\Target_Trump\Pro\Comments\american_swim2.csv,1847674567331860822,https://x.com/trumplicans2024/status/1847674567331860822,Sat Oct 19 16:21:59 +0000 2024,trumplicans2024,Trumplicans2024.com,0.005742027424275875,0.0004235602100379765,0.0009365727892145514,0.0007504154928028584,0.003667344804853201,0.0008893615449778736,0.0005729887634515762
